id,status_group
63400,predicted label
50028,predicted label
67897,predicted label
21425,predicted label
71756,predicted label
16862,predicted label
15420,predicted label
47784,predicted label
712,predicted label
54368,predicted label
2866,predicted label
51130,predicted label
27993,predicted label
21621,predicted label
66038,predicted label
42182,predicted label
17694,predicted label
57759,predicted label
47978,predicted label
52359,predicted label
69656,predicted label
24086,predicted label
43579,predicted label
43284,predicted label
2877,predicted label
21171,predicted label
40982,predicted label
48396,predicted label
13323,predicted label
28467,predicted label
2768,predicted label
73593,predicted label
65164,predicted label
69976,predicted label
52145,predicted label
49259,predicted label
23542,predicted label
69848,predicted label
9305,predicted label
14359,predicted label
28925,predicted label
21243,predicted label
10616,predicted label
73667,predicted label
20566,predicted label
63711,predicted label
72840,predicted label
31651,predicted label
3782,predicted label
6799,predicted label
21402,predicted label
35390,predicted label
12636,predicted label
36887,predicted label
20086,predicted label
5634,predicted label
48029,predicted label
29927,predicted label
2930,predicted label
41800,predicted label
68349,predicted label
61678,predicted label
30270,predicted label
4678,predicted label
9392,predicted label
20735,predicted label
49300,predicted label
70339,predicted label
25572,predicted label
61445,predicted label
32190,predicted label
39189,predicted label
14853,predicted label
52207,predicted label
48035,predicted label
73122,predicted label
16352,predicted label
42721,predicted label
15116,predicted label
7837,predicted label
56907,predicted label
46382,predicted label
64521,predicted label
67362,predicted label
61861,predicted label
72139,predicted label
3398,predicted label
62911,predicted label
48152,predicted label
48001,predicted label
64118,predicted label
65793,predicted label
61557,predicted label
32352,predicted label
1830,predicted label
50553,predicted label
51961,predicted label
38481,predicted label
48371,predicted label
56540,predicted label
18142,predicted label
72934,predicted label
39300,predicted label
40115,predicted label
3793,predicted label
59318,predicted label
68070,predicted label
67527,predicted label
34898,predicted label
26592,predicted label
67682,predicted label
52394,predicted label
32218,predicted label
69045,predicted label
12808,predicted label
49250,predicted label
64126,predicted label
64903,predicted label
35165,predicted label
9543,predicted label
64635,predicted label
47929,predicted label
28329,predicted label
67954,predicted label
16575,predicted label
16612,predicted label
27003,predicted label
73324,predicted label
7043,predicted label
22174,predicted label
19450,predicted label
35825,predicted label
9854,predicted label
23254,predicted label
72170,predicted label
61999,predicted label
70354,predicted label
6877,predicted label
47323,predicted label
48624,predicted label
6148,predicted label
59698,predicted label
67268,predicted label
59174,predicted label
68916,predicted label
28358,predicted label
57453,predicted label
71952,predicted label
1761,predicted label
15234,predicted label
60021,predicted label
22567,predicted label
17695,predicted label
19872,predicted label
22828,predicted label
34896,predicted label
35570,predicted label
41325,predicted label
8831,predicted label
5345,predicted label
19379,predicted label
5514,predicted label
61654,predicted label
40482,predicted label
43123,predicted label
40492,predicted label
68733,predicted label
3952,predicted label
70288,predicted label
30085,predicted label
65837,predicted label
34752,predicted label
2465,predicted label
11466,predicted label
22313,predicted label
30179,predicted label
23505,predicted label
48424,predicted label
11150,predicted label
70368,predicted label
26935,predicted label
5919,predicted label
2134,predicted label
16652,predicted label
59302,predicted label
24210,predicted label
6211,predicted label
19743,predicted label
10760,predicted label
48104,predicted label
50171,predicted label
63137,predicted label
38301,predicted label
10948,predicted label
33232,predicted label
61415,predicted label
69131,predicted label
73555,predicted label
46610,predicted label
20922,predicted label
55743,predicted label
19341,predicted label
9588,predicted label
3293,predicted label
55490,predicted label
67678,predicted label
36119,predicted label
62775,predicted label
68162,predicted label
66128,predicted label
12036,predicted label
15739,predicted label
57048,predicted label
15825,predicted label
45590,predicted label
18055,predicted label
34073,predicted label
14860,predicted label
53713,predicted label
69327,predicted label
60169,predicted label
26798,predicted label
37122,predicted label
45156,predicted label
22874,predicted label
58774,predicted label
40092,predicted label
17487,predicted label
35886,predicted label
49892,predicted label
66338,predicted label
35481,predicted label
4135,predicted label
54191,predicted label
31349,predicted label
72271,predicted label
48863,predicted label
13758,predicted label
33443,predicted label
12003,predicted label
10845,predicted label
47,predicted label
70492,predicted label
11346,predicted label
20126,predicted label
51000,predicted label
64505,predicted label
58329,predicted label
6311,predicted label
22286,predicted label
35013,predicted label
6274,predicted label
30904,predicted label
46606,predicted label
18461,predicted label
15256,predicted label
625,predicted label
42122,predicted label
18277,predicted label
68501,predicted label
8816,predicted label
62879,predicted label
18554,predicted label
27712,predicted label
46935,predicted label
57804,predicted label
57711,predicted label
5516,predicted label
8305,predicted label
57410,predicted label
51412,predicted label
25863,predicted label
35994,predicted label
55279,predicted label
74102,predicted label
38277,predicted label
1998,predicted label
52056,predicted label
63679,predicted label
71762,predicted label
71432,predicted label
45592,predicted label
13663,predicted label
62227,predicted label
3730,predicted label
2451,predicted label
46418,predicted label
45996,predicted label
60911,predicted label
46089,predicted label
65579,predicted label
40407,predicted label
66663,predicted label
26597,predicted label
50540,predicted label
58133,predicted label
1493,predicted label
31503,predicted label
17910,predicted label
19466,predicted label
38120,predicted label
66553,predicted label
31696,predicted label
51318,predicted label
33584,predicted label
48678,predicted label
36112,predicted label
6294,predicted label
40612,predicted label
62793,predicted label
58090,predicted label
2532,predicted label
38865,predicted label
35462,predicted label
51709,predicted label
40624,predicted label
41745,predicted label
42315,predicted label
38952,predicted label
45540,predicted label
73833,predicted label
27771,predicted label
9336,predicted label
12545,predicted label
54811,predicted label
48326,predicted label
31787,predicted label
61745,predicted label
42091,predicted label
43727,predicted label
46917,predicted label
26718,predicted label
3138,predicted label
72932,predicted label
25707,predicted label
68580,predicted label
25064,predicted label
7624,predicted label
3830,predicted label
13458,predicted label
57377,predicted label
37294,predicted label
39561,predicted label
23237,predicted label
72484,predicted label
56490,predicted label
13706,predicted label
43035,predicted label
14084,predicted label
55875,predicted label
17299,predicted label
1793,predicted label
70943,predicted label
65720,predicted label
49165,predicted label
18879,predicted label
3574,predicted label
56735,predicted label
45481,predicted label
51772,predicted label
74095,predicted label
54000,predicted label
34834,predicted label
50175,predicted label
35733,predicted label
6808,predicted label
27311,predicted label
73303,predicted label
70335,predicted label
2691,predicted label
12582,predicted label
49536,predicted label
23715,predicted label
45445,predicted label
52609,predicted label
35087,predicted label
42767,predicted label
24373,predicted label
32895,predicted label
9328,predicted label
23275,predicted label
20054,predicted label
8378,predicted label
47432,predicted label
49863,predicted label
57828,predicted label
31169,predicted label
38382,predicted label
31205,predicted label
23528,predicted label
26507,predicted label
67091,predicted label
47734,predicted label
927,predicted label
48521,predicted label
16963,predicted label
48233,predicted label
58989,predicted label
2399,predicted label
23530,predicted label
46271,predicted label
71726,predicted label
23526,predicted label
49861,predicted label
22619,predicted label
41264,predicted label
20623,predicted label
35694,predicted label
68210,predicted label
13446,predicted label
11321,predicted label
56312,predicted label
19533,predicted label
7275,predicted label
48614,predicted label
65873,predicted label
9008,predicted label
36817,predicted label
25767,predicted label
38460,predicted label
16756,predicted label
13310,predicted label
36514,predicted label
57548,predicted label
2809,predicted label
70632,predicted label
17260,predicted label
27950,predicted label
40629,predicted label
64155,predicted label
50640,predicted label
67355,predicted label
32132,predicted label
70868,predicted label
45823,predicted label
19985,predicted label
61834,predicted label
54171,predicted label
62763,predicted label
42408,predicted label
13151,predicted label
28311,predicted label
57775,predicted label
37603,predicted label
56357,predicted label
37845,predicted label
57177,predicted label
12821,predicted label
8193,predicted label
49031,predicted label
14011,predicted label
33708,predicted label
68898,predicted label
37198,predicted label
11151,predicted label
22264,predicted label
49694,predicted label
47318,predicted label
46108,predicted label
28297,predicted label
36340,predicted label
26987,predicted label
5766,predicted label
25979,predicted label
73021,predicted label
11908,predicted label
47496,predicted label
61777,predicted label
47591,predicted label
8968,predicted label
45656,predicted label
39630,predicted label
2786,predicted label
958,predicted label
55843,predicted label
52074,predicted label
23422,predicted label
55802,predicted label
61634,predicted label
1625,predicted label
37398,predicted label
51011,predicted label
49595,predicted label
22486,predicted label
22916,predicted label
45204,predicted label
74223,predicted label
35533,predicted label
30595,predicted label
47319,predicted label
32555,predicted label
9520,predicted label
53253,predicted label
36436,predicted label
15036,predicted label
23175,predicted label
41998,predicted label
19345,predicted label
1198,predicted label
39848,predicted label
39278,predicted label
39844,predicted label
17332,predicted label
51287,predicted label
49514,predicted label
64288,predicted label
41782,predicted label
54572,predicted label
68079,predicted label
68017,predicted label
66705,predicted label
5274,predicted label
58230,predicted label
51010,predicted label
46242,predicted label
1917,predicted label
9361,predicted label
33043,predicted label
56633,predicted label
57518,predicted label
51128,predicted label
4388,predicted label
62267,predicted label
72473,predicted label
70957,predicted label
35399,predicted label
33236,predicted label
73183,predicted label
52939,predicted label
66929,predicted label
54326,predicted label
16343,predicted label
33013,predicted label
60384,predicted label
41074,predicted label
71997,predicted label
35190,predicted label
3425,predicted label
4335,predicted label
7399,predicted label
46431,predicted label
40845,predicted label
27347,predicted label
10981,predicted label
36447,predicted label
67485,predicted label
11220,predicted label
45857,predicted label
21806,predicted label
8771,predicted label
45535,predicted label
8671,predicted label
2252,predicted label
58078,predicted label
61068,predicted label
69204,predicted label
28326,predicted label
46930,predicted label
52104,predicted label
31732,predicted label
21584,predicted label
17045,predicted label
14404,predicted label
34699,predicted label
39930,predicted label
38744,predicted label
4339,predicted label
54735,predicted label
51916,predicted label
58114,predicted label
28339,predicted label
52048,predicted label
66497,predicted label
18353,predicted label
16701,predicted label
59499,predicted label
66042,predicted label
43965,predicted label
48361,predicted label
70766,predicted label
9510,predicted label
28586,predicted label
28521,predicted label
18050,predicted label
73151,predicted label
45011,predicted label
64380,predicted label
66896,predicted label
40184,predicted label
67207,predicted label
70178,predicted label
54063,predicted label
39252,predicted label
53773,predicted label
47931,predicted label
44168,predicted label
66540,predicted label
54089,predicted label
29244,predicted label
27525,predicted label
58991,predicted label
18087,predicted label
67803,predicted label
48006,predicted label
11788,predicted label
16100,predicted label
16382,predicted label
21208,predicted label
8637,predicted label
67008,predicted label
67914,predicted label
7041,predicted label
43181,predicted label
26191,predicted label
14766,predicted label
49812,predicted label
12705,predicted label
25422,predicted label
9399,predicted label
4239,predicted label
49442,predicted label
32,predicted label
11443,predicted label
15492,predicted label
63498,predicted label
12708,predicted label
19483,predicted label
31204,predicted label
33445,predicted label
40820,predicted label
10279,predicted label
46718,predicted label
39000,predicted label
45897,predicted label
62154,predicted label
50034,predicted label
11853,predicted label
40426,predicted label
41168,predicted label
58978,predicted label
31363,predicted label
32736,predicted label
29058,predicted label
23824,predicted label
61885,predicted label
59187,predicted label
73243,predicted label
62915,predicted label
1784,predicted label
65951,predicted label
20661,predicted label
55504,predicted label
66975,predicted label
72057,predicted label
49331,predicted label
52682,predicted label
37859,predicted label
10460,predicted label
12407,predicted label
69993,predicted label
13012,predicted label
70896,predicted label
13264,predicted label
51824,predicted label
60216,predicted label
57481,predicted label
3996,predicted label
24854,predicted label
43420,predicted label
70468,predicted label
38305,predicted label
57179,predicted label
70388,predicted label
67589,predicted label
69974,predicted label
8854,predicted label
71663,predicted label
69272,predicted label
49119,predicted label
15638,predicted label
9086,predicted label
56422,predicted label
39106,predicted label
4515,predicted label
48594,predicted label
63779,predicted label
60740,predicted label
61242,predicted label
65001,predicted label
2601,predicted label
52456,predicted label
21873,predicted label
25505,predicted label
21890,predicted label
52336,predicted label
57756,predicted label
45465,predicted label
4989,predicted label
51585,predicted label
50533,predicted label
54866,predicted label
23793,predicted label
50135,predicted label
26549,predicted label
66920,predicted label
35517,predicted label
390,predicted label
13645,predicted label
39327,predicted label
58900,predicted label
2100,predicted label
31521,predicted label
277,predicted label
33937,predicted label
42545,predicted label
7614,predicted label
46861,predicted label
35278,predicted label
71773,predicted label
52392,predicted label
47229,predicted label
10716,predicted label
13923,predicted label
42206,predicted label
965,predicted label
66646,predicted label
17301,predicted label
21533,predicted label
37797,predicted label
19241,predicted label
15296,predicted label
41472,predicted label
73859,predicted label
20153,predicted label
71684,predicted label
8321,predicted label
68979,predicted label
48850,predicted label
64251,predicted label
3583,predicted label
33326,predicted label
8500,predicted label
67047,predicted label
24896,predicted label
39527,predicted label
3089,predicted label
66477,predicted label
24107,predicted label
7823,predicted label
32016,predicted label
35048,predicted label
70580,predicted label
47503,predicted label
37357,predicted label
1195,predicted label
52309,predicted label
19655,predicted label
39455,predicted label
52757,predicted label
62729,predicted label
24324,predicted label
51298,predicted label
17127,predicted label
28152,predicted label
14259,predicted label
47461,predicted label
65878,predicted label
58913,predicted label
70035,predicted label
37446,predicted label
30337,predicted label
57584,predicted label
67193,predicted label
62103,predicted label
22896,predicted label
5934,predicted label
61722,predicted label
9299,predicted label
68558,predicted label
51165,predicted label
8657,predicted label
54952,predicted label
53160,predicted label
17393,predicted label
33016,predicted label
25929,predicted label
41102,predicted label
11093,predicted label
52744,predicted label
23484,predicted label
13139,predicted label
55439,predicted label
41539,predicted label
47692,predicted label
60165,predicted label
64683,predicted label
7089,predicted label
13516,predicted label
47720,predicted label
22588,predicted label
28580,predicted label
9075,predicted label
25066,predicted label
28284,predicted label
67568,predicted label
64823,predicted label
8243,predicted label
2556,predicted label
58746,predicted label
18288,predicted label
72822,predicted label
5178,predicted label
66294,predicted label
14451,predicted label
48600,predicted label
27513,predicted label
36889,predicted label
663,predicted label
10646,predicted label
35103,predicted label
50804,predicted label
29635,predicted label
47604,predicted label
49844,predicted label
69068,predicted label
43074,predicted label
71088,predicted label
40470,predicted label
21920,predicted label
51415,predicted label
15480,predicted label
21881,predicted label
7780,predicted label
24908,predicted label
53915,predicted label
54560,predicted label
15498,predicted label
20446,predicted label
5886,predicted label
52883,predicted label
30892,predicted label
37432,predicted label
42574,predicted label
61505,predicted label
44827,predicted label
5951,predicted label
48991,predicted label
22821,predicted label
46478,predicted label
19831,predicted label
49317,predicted label
18472,predicted label
58686,predicted label
47419,predicted label
44921,predicted label
55024,predicted label
28971,predicted label
8108,predicted label
32182,predicted label
40513,predicted label
372,predicted label
49297,predicted label
24407,predicted label
44874,predicted label
25119,predicted label
3882,predicted label
73443,predicted label
56056,predicted label
22035,predicted label
46318,predicted label
20802,predicted label
41941,predicted label
12044,predicted label
47262,predicted label
19337,predicted label
38688,predicted label
45341,predicted label
55661,predicted label
32322,predicted label
41912,predicted label
26136,predicted label
13480,predicted label
62035,predicted label
50343,predicted label
68537,predicted label
52293,predicted label
17764,predicted label
67862,predicted label
38933,predicted label
68514,predicted label
65335,predicted label
27469,predicted label
31290,predicted label
72594,predicted label
2854,predicted label
19679,predicted label
46470,predicted label
9931,predicted label
39214,predicted label
3982,predicted label
29633,predicted label
50872,predicted label
31969,predicted label
51280,predicted label
63438,predicted label
52302,predicted label
44486,predicted label
4641,predicted label
47724,predicted label
4393,predicted label
54938,predicted label
66983,predicted label
55870,predicted label
62561,predicted label
7975,predicted label
9418,predicted label
4929,predicted label
68311,predicted label
15225,predicted label
51854,predicted label
40247,predicted label
37958,predicted label
19319,predicted label
27495,predicted label
20111,predicted label
33231,predicted label
44772,predicted label
53237,predicted label
23279,predicted label
66738,predicted label
73053,predicted label
31190,predicted label
54820,predicted label
54173,predicted label
40904,predicted label
43729,predicted label
63132,predicted label
65274,predicted label
2012,predicted label
70647,predicted label
6067,predicted label
47835,predicted label
14510,predicted label
34536,predicted label
50168,predicted label
65018,predicted label
4960,predicted label
19291,predicted label
11480,predicted label
74179,predicted label
46276,predicted label
69469,predicted label
51844,predicted label
13340,predicted label
34046,predicted label
72429,predicted label
60034,predicted label
36173,predicted label
66575,predicted label
33778,predicted label
52807,predicted label
37283,predicted label
53688,predicted label
54777,predicted label
10363,predicted label
42685,predicted label
29334,predicted label
17320,predicted label
7060,predicted label
3905,predicted label
14607,predicted label
59091,predicted label
44927,predicted label
59415,predicted label
59722,predicted label
49411,predicted label
40903,predicted label
64786,predicted label
36207,predicted label
61178,predicted label
55377,predicted label
34300,predicted label
29483,predicted label
58576,predicted label
37659,predicted label
63873,predicted label
55723,predicted label
9950,predicted label
49680,predicted label
30329,predicted label
64912,predicted label
21165,predicted label
42112,predicted label
25108,predicted label
55021,predicted label
14319,predicted label
23587,predicted label
27217,predicted label
62333,predicted label
3284,predicted label
38299,predicted label
35668,predicted label
10228,predicted label
67801,predicted label
63324,predicted label
33451,predicted label
46306,predicted label
37149,predicted label
29770,predicted label
14731,predicted label
7963,predicted label
55945,predicted label
7645,predicted label
7244,predicted label
40114,predicted label
37615,predicted label
54151,predicted label
64712,predicted label
40499,predicted label
71171,predicted label
20712,predicted label
20187,predicted label
12383,predicted label
33364,predicted label
9646,predicted label
12201,predicted label
1782,predicted label
42747,predicted label
12125,predicted label
53260,predicted label
55023,predicted label
7865,predicted label
66269,predicted label
45049,predicted label
4988,predicted label
17387,predicted label
41771,predicted label
44806,predicted label
9157,predicted label
70881,predicted label
59951,predicted label
47581,predicted label
14986,predicted label
71499,predicted label
32928,predicted label
11934,predicted label
54065,predicted label
25479,predicted label
38302,predicted label
32973,predicted label
52140,predicted label
51060,predicted label
33106,predicted label
55127,predicted label
8640,predicted label
43117,predicted label
9966,predicted label
11183,predicted label
72250,predicted label
50586,predicted label
48093,predicted label
37435,predicted label
9379,predicted label
65657,predicted label
34535,predicted label
26262,predicted label
14458,predicted label
33972,predicted label
40238,predicted label
70610,predicted label
47960,predicted label
71481,predicted label
10946,predicted label
68239,predicted label
56314,predicted label
20772,predicted label
41027,predicted label
57639,predicted label
42841,predicted label
8016,predicted label
38349,predicted label
68114,predicted label
53733,predicted label
53513,predicted label
50420,predicted label
31043,predicted label
11436,predicted label
66544,predicted label
66297,predicted label
9975,predicted label
21663,predicted label
66747,predicted label
8343,predicted label
43675,predicted label
12325,predicted label
27609,predicted label
70092,predicted label
4092,predicted label
60469,predicted label
15869,predicted label
31689,predicted label
40197,predicted label
35039,predicted label
19866,predicted label
65864,predicted label
54111,predicted label
65616,predicted label
24954,predicted label
55924,predicted label
48299,predicted label
51679,predicted label
7861,predicted label
74037,predicted label
2367,predicted label
60329,predicted label
16467,predicted label
36876,predicted label
42906,predicted label
58855,predicted label
48072,predicted label
34861,predicted label
38446,predicted label
25076,predicted label
42010,predicted label
27880,predicted label
49961,predicted label
32989,predicted label
17483,predicted label
54815,predicted label
16359,predicted label
54840,predicted label
6252,predicted label
46589,predicted label
65044,predicted label
52749,predicted label
31792,predicted label
72814,predicted label
19523,predicted label
32936,predicted label
28011,predicted label
49940,predicted label
21296,predicted label
57692,predicted label
60900,predicted label
69726,predicted label
4707,predicted label
5501,predicted label
37805,predicted label
20466,predicted label
915,predicted label
15844,predicted label
60509,predicted label
22552,predicted label
47386,predicted label
8521,predicted label
54730,predicted label
58417,predicted label
11731,predicted label
40490,predicted label
17385,predicted label
63184,predicted label
45621,predicted label
42679,predicted label
64602,predicted label
33317,predicted label
38658,predicted label
64299,predicted label
36030,predicted label
18940,predicted label
45669,predicted label
19668,predicted label
44209,predicted label
73269,predicted label
72767,predicted label
68471,predicted label
907,predicted label
57724,predicted label
19492,predicted label
18247,predicted label
61793,predicted label
68182,predicted label
69769,predicted label
1580,predicted label
9327,predicted label
18330,predicted label
9250,predicted label
29932,predicted label
22830,predicted label
58200,predicted label
30920,predicted label
9138,predicted label
50234,predicted label
54691,predicted label
16393,predicted label
56549,predicted label
9832,predicted label
31881,predicted label
12886,predicted label
58897,predicted label
830,predicted label
15950,predicted label
26265,predicted label
46220,predicted label
22347,predicted label
2860,predicted label
19021,predicted label
3484,predicted label
30298,predicted label
39782,predicted label
74005,predicted label
5674,predicted label
9381,predicted label
3895,predicted label
1673,predicted label
29551,predicted label
41475,predicted label
67870,predicted label
2791,predicted label
42255,predicted label
67164,predicted label
12440,predicted label
13193,predicted label
60880,predicted label
71008,predicted label
67514,predicted label
34910,predicted label
383,predicted label
23977,predicted label
70543,predicted label
2906,predicted label
33810,predicted label
10021,predicted label
46730,predicted label
1663,predicted label
2408,predicted label
72505,predicted label
65019,predicted label
42313,predicted label
340,predicted label
50285,predicted label
3409,predicted label
26378,predicted label
47552,predicted label
32262,predicted label
58637,predicted label
34827,predicted label
63294,predicted label
44867,predicted label
26751,predicted label
66574,predicted label
39354,predicted label
21479,predicted label
57899,predicted label
60079,predicted label
62070,predicted label
20628,predicted label
11344,predicted label
62122,predicted label
51867,predicted label
51667,predicted label
16857,predicted label
27022,predicted label
10438,predicted label
57755,predicted label
22384,predicted label
3380,predicted label
41843,predicted label
35208,predicted label
37152,predicted label
47925,predicted label
43946,predicted label
2932,predicted label
11829,predicted label
59013,predicted label
48338,predicted label
71276,predicted label
62998,predicted label
6708,predicted label
9969,predicted label
5567,predicted label
61598,predicted label
20745,predicted label
72485,predicted label
53890,predicted label
62984,predicted label
56024,predicted label
64958,predicted label
36386,predicted label
12970,predicted label
63672,predicted label
1545,predicted label
68416,predicted label
53929,predicted label
59291,predicted label
20931,predicted label
18781,predicted label
15430,predicted label
54042,predicted label
56896,predicted label
2579,predicted label
65982,predicted label
8486,predicted label
15871,predicted label
36433,predicted label
65239,predicted label
42513,predicted label
63248,predicted label
2959,predicted label
64833,predicted label
54346,predicted label
12284,predicted label
18056,predicted label
9415,predicted label
10574,predicted label
67761,predicted label
2413,predicted label
60358,predicted label
72803,predicted label
71644,predicted label
43929,predicted label
23370,predicted label
38121,predicted label
71352,predicted label
26630,predicted label
72503,predicted label
36667,predicted label
13838,predicted label
73762,predicted label
56917,predicted label
64901,predicted label
11878,predicted label
11761,predicted label
22410,predicted label
29102,predicted label
36539,predicted label
9758,predicted label
28981,predicted label
56273,predicted label
35854,predicted label
38840,predicted label
32235,predicted label
36097,predicted label
54661,predicted label
61700,predicted label
71556,predicted label
9296,predicted label
26823,predicted label
45401,predicted label
862,predicted label
12857,predicted label
60984,predicted label
68476,predicted label
18299,predicted label
48846,predicted label
6446,predicted label
63522,predicted label
66298,predicted label
39348,predicted label
25325,predicted label
38166,predicted label
10753,predicted label
6496,predicted label
66416,predicted label
47968,predicted label
30436,predicted label
53608,predicted label
66036,predicted label
46595,predicted label
18890,predicted label
1978,predicted label
10656,predicted label
69297,predicted label
43482,predicted label
43158,predicted label
18733,predicted label
27893,predicted label
72342,predicted label
37520,predicted label
11453,predicted label
39911,predicted label
51620,predicted label
18133,predicted label
4572,predicted label
55691,predicted label
42966,predicted label
66569,predicted label
7200,predicted label
53136,predicted label
25723,predicted label
66123,predicted label
7672,predicted label
37943,predicted label
2142,predicted label
66405,predicted label
13101,predicted label
73963,predicted label
26444,predicted label
19007,predicted label
71761,predicted label
1467,predicted label
35518,predicted label
32922,predicted label
43852,predicted label
29438,predicted label
56706,predicted label
39407,predicted label
58835,predicted label
43397,predicted label
9994,predicted label
7622,predicted label
34194,predicted label
13045,predicted label
32959,predicted label
50876,predicted label
31094,predicted label
37473,predicted label
61430,predicted label
47922,predicted label
52355,predicted label
65517,predicted label
42861,predicted label
59615,predicted label
28406,predicted label
3716,predicted label
219,predicted label
2079,predicted label
3612,predicted label
50670,predicted label
33118,predicted label
25722,predicted label
56582,predicted label
7760,predicted label
39295,predicted label
68787,predicted label
64264,predicted label
35160,predicted label
49452,predicted label
53668,predicted label
67380,predicted label
45974,predicted label
11062,predicted label
27946,predicted label
50414,predicted label
38773,predicted label
39624,predicted label
72477,predicted label
61146,predicted label
22496,predicted label
39554,predicted label
23463,predicted label
26384,predicted label
42071,predicted label
38972,predicted label
44617,predicted label
32282,predicted label
8586,predicted label
36903,predicted label
55556,predicted label
21436,predicted label
17030,predicted label
51806,predicted label
44903,predicted label
1957,predicted label
20102,predicted label
39391,predicted label
10871,predicted label
67815,predicted label
19183,predicted label
17711,predicted label
59743,predicted label
11844,predicted label
40062,predicted label
40682,predicted label
71690,predicted label
22833,predicted label
16908,predicted label
43496,predicted label
62050,predicted label
65634,predicted label
6309,predicted label
38784,predicted label
38329,predicted label
69029,predicted label
25515,predicted label
30870,predicted label
34228,predicted label
42698,predicted label
31674,predicted label
2848,predicted label
52616,predicted label
28760,predicted label
1188,predicted label
13957,predicted label
20847,predicted label
39895,predicted label
44133,predicted label
47704,predicted label
68173,predicted label
40526,predicted label
26285,predicted label
67502,predicted label
57809,predicted label
3915,predicted label
69110,predicted label
21675,predicted label
16738,predicted label
13627,predicted label
13404,predicted label
16649,predicted label
8572,predicted label
71169,predicted label
71519,predicted label
72287,predicted label
19168,predicted label
25981,predicted label
33996,predicted label
69749,predicted label
53037,predicted label
49611,predicted label
52353,predicted label
71599,predicted label
29631,predicted label
54016,predicted label
71623,predicted label
67739,predicted label
30275,predicted label
29073,predicted label
59974,predicted label
47612,predicted label
15654,predicted label
12002,predicted label
10489,predicted label
49293,predicted label
23467,predicted label
6668,predicted label
6876,predicted label
11289,predicted label
30283,predicted label
55091,predicted label
26166,predicted label
3449,predicted label
7498,predicted label
62730,predicted label
68654,predicted label
5300,predicted label
22742,predicted label
2653,predicted label
71210,predicted label
24301,predicted label
51174,predicted label
57324,predicted label
47760,predicted label
34478,predicted label
44012,predicted label
50314,predicted label
24528,predicted label
57041,predicted label
6407,predicted label
42635,predicted label
73702,predicted label
67087,predicted label
7398,predicted label
20430,predicted label
60819,predicted label
59586,predicted label
49192,predicted label
39902,predicted label
52301,predicted label
50482,predicted label
36023,predicted label
42509,predicted label
42398,predicted label
56132,predicted label
37018,predicted label
33205,predicted label
57405,predicted label
66229,predicted label
22953,predicted label
67348,predicted label
10496,predicted label
49208,predicted label
29525,predicted label
51648,predicted label
49307,predicted label
6408,predicted label
53899,predicted label
46623,predicted label
